"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 28 16:56:54 CST 2023","Wed Jun 28 16:56:54 CST 2023","60","bms.testcases","test_10_docmd5","TestDocMd5","","","查询md5名称列表","查询md5名称列表"
"passed","Wed Jun 28 16:56:47 CST 2023","Wed Jun 28 16:56:47 CST 2023","166","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-根据规则类型查询","输入规则类型搜索条件，查看文档规则列表"
"passed","Wed Jun 28 16:56:51 CST 2023","Wed Jun 28 16:56:52 CST 2023","310","bms.testcases","test_09_datadictionary","TestDataDictionary","","","导出自动化测试数据字典规则","导出自动化测试数据字典规则"
"passed","Wed Jun 28 16:56:52 CST 2023","Wed Jun 28 16:56:52 CST 2023","88","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典模板下载","数据字典模板下载"
"passed","Wed Jun 28 16:55:44 CST 2023","Wed Jun 28 16:55:44 CST 2023","159","bms.testcases","test_02_usersync","TestUserSync","","","修改LDAP数据源名称成功","修改数据源名称"
"passed","Wed Jun 28 16:57:29 CST 2023","Wed Jun 28 16:57:29 CST 2023","190","bms.testcases","test_20_sysemailconfig","TestSysEmailConfig","","","系统邮箱验证","系统邮箱验证"
"passed","Wed Jun 28 16:56:55 CST 2023","Wed Jun 28 16:56:55 CST 2023","167","bms.testcases","test_10_docmd5","TestDocMd5","","","MD5导出-多个","MD5导出-多个"
"passed","Wed Jun 28 16:56:05 CST 2023","Wed Jun 28 16:56:05 CST 2023","76","bms.testcases","test_04_user","TestUser","","","新增用户组-必填字段校验","缺少父用户组id字段，接口请求失败，提示信息正确"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","95","bms.testcases","test_09_datadictionary","TestDataDictionary","","","新增数据字典","输入正确的数据字典配置，新增数据字典规则"
"passed","Wed Jun 28 16:57:14 CST 2023","Wed Jun 28 16:57:14 CST 2023","81","bms.testcases","test_11_docFinger","TestDocFinger","","","测试连通性-FTP协议","测试连通性-FTP协议"
"passed","Wed Jun 28 16:55:45 CST 2023","Wed Jun 28 16:55:45 CST 2023","68","bms.testcases","test_02_usersync","TestUserSync","","","查询所有同步配置","查询所有同步配置"
"passed","Wed Jun 28 16:57:19 CST 2023","Wed Jun 28 16:57:19 CST 2023","79","bms.testcases","test_14_alarmrules","TestAlarmRules","","","查询监控报警规则列表-根据告警规则名称筛选","查询监控报警规则列表-根据告警规则名称筛选"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","284","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典列表查询-根据规则来源查询","输入规则来源搜索条件，查看数据字典列表"
"passed","Wed Jun 28 16:56:43 CST 2023","Wed Jun 28 16:56:44 CST 2023","75","bms.testcases","test_06_useradmin","TestUserAdmin","","","管理员列表搜索-按角色名称搜索","输入角色名称搜索条件，点击搜索，查看管理员列表"
"passed","Wed Jun 28 16:57:16 CST 2023","Wed Jun 28 16:57:16 CST 2023","119","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-无筛选条件","管理员审计-无筛选条件"
"passed","Wed Jun 28 16:56:55 CST 2023","Wed Jun 28 16:56:55 CST 2023","76","bms.testcases","test_10_docmd5","TestDocMd5","","","MD5列表查询-根据文档MD5名称筛选","MD5列表查询-根据文档MD5名称筛选"
"passed","Wed Jun 28 16:56:43 CST 2023","Wed Jun 28 16:56:43 CST 2023","109","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-按职位名称条件","输入职位名称搜索条件，点击搜索，查看职位列表"
"passed","Wed Jun 28 16:57:21 CST 2023","Wed Jun 28 16:57:22 CST 2023","725","bms.testcases","test_16_syslogrule","TestSysLogRule","","","获取统一平台-审计日志syslog字段列表","获取统一平台-审计日志syslog字段列表"
"passed","Wed Jun 28 16:57:15 CST 2023","Wed Jun 28 16:57:16 CST 2023","63","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-获取初始化查询条件","管理员审计-获取初始化查询条件"
"passed","Wed Jun 28 16:57:22 CST 2023","Wed Jun 28 16:57:22 CST 2023","234","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据规则名称筛选","查看syslog规则集合-根据规则名称筛选"
"passed","Wed Jun 28 16:57:17 CST 2023","Wed Jun 28 16:57:17 CST 2023","324","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-根据系统标识、一级菜单筛选","管理员审计-根据系统标识、一级菜单筛选"
"passed","Wed Jun 28 16:55:44 CST 2023","Wed Jun 28 16:55:44 CST 2023","134","bms.testcases","test_02_usersync","TestUserSync","","","测试LADP数据源配置成功","填写正确的LDAP数据源配置，点击测试"
"passed","Wed Jun 28 16:57:15 CST 2023","Wed Jun 28 16:57:15 CST 2023","195","bms.testcases","test_12_dlpSeverityLevel","TestDlpSeverityLevel","","","严重性等级列表查询-根据等级名称筛选","严重性等级列表查询-根据等级名称筛选"
"passed","Wed Jun 28 16:57:26 CST 2023","Wed Jun 28 16:57:26 CST 2023","55","bms.testcases","test_17_logbackup","TestLogBackup","","","查询数据库所有备份信息-无筛选条件","查询数据库所有备份信息-无筛选条件"
"passed","Wed Jun 28 16:55:46 CST 2023","Wed Jun 28 16:55:46 CST 2023","151","bms.testcases","test_02_usersync","TestUserSync","","","删除数据源配置","成功删除数据源配置"
"passed","Wed Jun 28 16:57:19 CST 2023","Wed Jun 28 16:57:19 CST 2023","159","bms.testcases","test_14_alarmrules","TestAlarmRules","","","查询监控报警规则列表-根据规则状态筛选","查询监控报警规则列表-根据规则状态筛选"
"passed","Wed Jun 28 16:57:20 CST 2023","Wed Jun 28 16:57:20 CST 2023","138","bms.testcases","test_14_alarmrules","TestAlarmRules","","","删除自动化测试告警规则","删除自动化测试告警规则"
"passed","Wed Jun 28 16:55:46 CST 2023","Wed Jun 28 16:55:46 CST 2023","72","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看同步任务列表"
"passed","Wed Jun 28 16:57:16 CST 2023","Wed Jun 28 16:57:17 CST 2023","133","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-根据时间筛选","管理员审计-根据时间筛选"
"passed","Wed Jun 28 16:56:57 CST 2023","Wed Jun 28 16:56:57 CST 2023","75","bms.testcases","test_11_docFinger","TestDocFinger","","","文档指纹库列表查询-根据使用状态筛选","文档指纹库列表查询-根据使用状态筛选"
"passed","Wed Jun 28 16:57:23 CST 2023","Wed Jun 28 16:57:23 CST 2023","75","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据时间格式筛选","查看syslog规则集合-根据时间格式筛选"
"passed","Wed Jun 28 16:56:46 CST 2023","Wed Jun 28 16:56:46 CST 2023","91","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-无搜索条件","不输入查询条件，查看文档规则列表"
"passed","Wed Jun 28 16:56:47 CST 2023","Wed Jun 28 16:56:47 CST 2023","97","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-根据规则名称、规则类型查询关键字规则","输入规则名称、规则类型搜索条件，查看文档规则列表"
"passed","Wed Jun 28 16:56:37 CST 2023","Wed Jun 28 16:56:37 CST 2023","231","bms.testcases","test_04_user","TestUser","","","修改用户组名称成功","修改用户组名称成功"
"passed","Wed Jun 28 16:56:45 CST 2023","Wed Jun 28 16:56:45 CST 2023","307","bms.testcases","test_07_role","TestRole","","","角色待选菜单列表","角色待选菜单列表"
"passed","Wed Jun 28 16:57:22 CST 2023","Wed Jun 28 16:57:22 CST 2023","69","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-无筛选条件","查看syslog规则集合-无筛选条件"
"passed","Wed Jun 28 16:57:22 CST 2023","Wed Jun 28 16:57:22 CST 2023","64","bms.testcases","test_16_syslogrule","TestSysLogRule","","","获取syslog查询参数列表","获取syslog查询参数列表"
"passed","Wed Jun 28 16:57:24 CST 2023","Wed Jun 28 16:57:25 CST 2023","57","bms.testcases","test_16_syslogrule","TestSysLogRule","","","校验syslog规则名称-新增规则时校验-规则名称已存在","校验syslog规则名称-新增规则时校验-规则名称已存在"
"passed","Wed Jun 28 16:57:23 CST 2023","Wed Jun 28 16:57:23 CST 2023","66","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据协议类型筛选","查看syslog规则集合-根据协议类型筛选"
"passed","Wed Jun 28 16:56:52 CST 2023","Wed Jun 28 16:56:52 CST 2023","240","bms.testcases","test_100_delete","TestDelete","","","删除自动化测试管理员","删除自动化测试管理员"
"passed","Wed Jun 28 16:56:56 CST 2023","Wed Jun 28 16:56:57 CST 2023","319","bms.testcases","test_11_docFinger","TestDocFinger","","","文档指纹库列表查询-根据指纹库名称模糊筛选","文档指纹库列表查询-根据指纹库名称模糊筛选"
"passed","Wed Jun 28 16:57:25 CST 2023","Wed Jun 28 16:57:25 CST 2023","67","bms.testcases","test_17_logbackup","TestLogBackup","","","新增终端日志备份","新增终端日志备份"
"passed","Wed Jun 28 16:56:44 CST 2023","Wed Jun 28 16:56:44 CST 2023","143","bms.testcases","test_06_useradmin","TestUserAdmin","","","自动化测试管理员用户修改密码成功","自动化测试管理员用户修改密码成功"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","98","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典列表查询-根据规则名称查询","输入规则名称搜索条件，查看数据字典列表查询"
"passed","Wed Jun 28 16:56:39 CST 2023","Wed Jun 28 16:56:39 CST 2023","201","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-无搜索条件","搜索自动化测试组织机构下的全部用户"
"passed","Wed Jun 28 16:57:28 CST 2023","Wed Jun 28 16:57:28 CST 2023","186","bms.testcases","test_19_sysconfig","TestSysConfig","","","系统配置修改-参数不存在","系统配置修改-参数不存在"
"passed","Wed Jun 28 16:56:38 CST 2023","Wed Jun 28 16:56:38 CST 2023","230","bms.testcases","test_04_user","TestUser","","","自建用户组新增普通职员用户成功","在自动化测试组下新增用户，职位为普通用户"
"passed","Wed Jun 28 16:56:37 CST 2023","Wed Jun 28 16:56:38 CST 2023","923","bms.testcases","test_04_user","TestUser","","","获取用户组信息","获取用户组信息"
"passed","Wed Jun 28 16:57:14 CST 2023","Wed Jun 28 16:57:14 CST 2023","66","bms.testcases","test_12_dlpSeverityLevel","TestDlpSeverityLevel","","","新增严重性等级-等级名称重复","输入已有的严重性等级名称，新增严重性等级"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","103","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典列表查询-无搜索条件","不输入查询条件，查看数据字典列表"
"passed","Wed Jun 28 16:57:21 CST 2023","Wed Jun 28 16:57:21 CST 2023","102","bms.testcases","test_15_servermonitor","TestServerMonitor","","","查询集群列表","查询集群列表"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","140","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典列表查询-根据规则名称、规则来源查询数据字典规则","输入规则名称、规则来源搜索条件，查看数据字典规则列表"
"passed","Wed Jun 28 16:56:53 CST 2023","Wed Jun 28 16:56:53 CST 2023","348","bms.testcases","test_100_delete","TestDelete","","","删除多个自动化测试用户","删除多个自动化测试用户"
"passed","Wed Jun 28 16:56:46 CST 2023","Wed Jun 28 16:56:46 CST 2023","143","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-根据规则名称查询","输入规则名称搜索条件，查看文档规则列表"
"passed","Wed Jun 28 16:56:39 CST 2023","Wed Jun 28 16:56:39 CST 2023","65","bms.testcases","test_04_user","TestUser","","","新增用户-所属用户组不存在","在自动化测试组下新增用户，所属用户组不存在"
"passed","Wed Jun 28 16:56:44 CST 2023","Wed Jun 28 16:56:45 CST 2023","146","bms.testcases","test_07_role","TestRole","","","新增自动化测试角色成功","输入正确的角色配置，新增成功"
"passed","Wed Jun 28 16:56:49 CST 2023","Wed Jun 28 16:56:49 CST 2023","369","bms.testcases","test_08_docrule","TestDocRule","","","导入自动化测试关键字规则","导入自动化测试关键字规则"
"passed","Wed Jun 28 16:56:54 CST 2023","Wed Jun 28 16:56:55 CST 2023","75","bms.testcases","test_10_docmd5","TestDocMd5","","","MD5列表查询-无筛选条件","MD5列表查询-无筛选条件"
"passed","Wed Jun 28 16:56:48 CST 2023","Wed Jun 28 16:56:48 CST 2023","171","bms.testcases","test_08_docrule","TestDocRule","","","导出规则,包含内置规则核查","导出规则,包含内置规则核查"
"passed","Wed Jun 28 16:56:51 CST 2023","Wed Jun 28 16:56:51 CST 2023","158","bms.testcases","test_09_datadictionary","TestDataDictionary","","","导出数据字典规则,包含内置数据字典规则核查","导出数据字典规则,包含内置数据字典规则核查"
"passed","Wed Jun 28 16:57:21 CST 2023","Wed Jun 28 16:57:21 CST 2023","62","bms.testcases","test_16_syslogrule","TestSysLogRule","","","获取所有可用于syslog的元数据字段信息","获取所有可用于syslog的元数据字段信息"
"passed","Wed Jun 28 16:56:54 CST 2023","Wed Jun 28 16:56:54 CST 2023","75","bms.testcases","test_10_docmd5","TestDocMd5","","","MD5导入不覆盖","MD5导入不覆盖"
"passed","Wed Jun 28 16:57:25 CST 2023","Wed Jun 28 16:57:25 CST 2023","294","bms.testcases","test_16_syslogrule","TestSysLogRule","","","校验syslog规则名称-修改规则时校验-规则名称未修改","校验syslog规则名称-修改规则时校验-规则名称未修改"
"passed","Wed Jun 28 16:57:14 CST 2023","Wed Jun 28 16:57:14 CST 2023","164","bms.testcases","test_11_docFinger","TestDocFinger","","","删除文档指纹库","删除文档指纹库"
"passed","Wed Jun 28 16:57:26 CST 2023","Wed Jun 28 16:57:26 CST 2023","64","bms.testcases","test_17_logbackup","TestLogBackup","","","查询数据库所有备份信息-按时间筛选","查询数据库所有备份信息-按时间筛选"
"passed","Wed Jun 28 16:56:37 CST 2023","Wed Jun 28 16:56:37 CST 2023","199","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下特定用户组信息","搜索一级组织机构下特定用户组信息"
"passed","Wed Jun 28 16:57:23 CST 2023","Wed Jun 28 16:57:23 CST 2023","216","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据自定义分隔符筛选","查看syslog规则集合-根据自定义分隔符筛选"
"passed","Wed Jun 28 16:57:16 CST 2023","Wed Jun 28 16:57:16 CST 2023","453","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-根据一级模块联动查询二级模块","管理员审计-根据一级模块联动查询二级模块"
"passed","Wed Jun 28 16:56:38 CST 2023","Wed Jun 28 16:56:39 CST 2023","177","bms.testcases","test_04_user","TestUser","","","自建用户组新增用户成功","在自动化测试组下新增用户"
"passed","Wed Jun 28 16:56:54 CST 2023","Wed Jun 28 16:56:54 CST 2023","198","bms.testcases","test_100_delete","TestDelete","","","批量删除自动化测试用户组","批量删除自动化测试用户组"
"passed","Wed Jun 28 16:56:43 CST 2023","Wed Jun 28 16:56:43 CST 2023","246","bms.testcases","test_06_useradmin","TestUserAdmin","","","创建自动化测试超级管理员","创建自动化测试超级管理员，管辖范围为自己所属组"
"passed","Wed Jun 28 16:56:50 CST 2023","Wed Jun 28 16:56:50 CST 2023","177","bms.testcases","test_09_datadictionary","TestDataDictionary","","","修改数据字典规则","输入正确的数据字典规则配置，修改数据字典规则"
"passed","Wed Jun 28 16:57:14 CST 2023","Wed Jun 28 16:57:14 CST 2023","137","bms.testcases","test_11_docFinger","TestDocFinger","","","查询文档指纹库文件列表","查询文档指纹库文件列表"
"passed","Wed Jun 28 16:57:23 CST 2023","Wed Jun 28 16:57:23 CST 2023","195","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据规则状态筛选","查看syslog规则集合-根据规则状态筛选"
"passed","Wed Jun 28 16:57:16 CST 2023","Wed Jun 28 16:57:16 CST 2023","64","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-获取查询条件","管理员审计-获取查询条件"
"passed","Wed Jun 28 16:57:24 CST 2023","Wed Jun 28 16:57:24 CST 2023","65","bms.testcases","test_16_syslogrule","TestSysLogRule","","","校验syslog规则名称-新增规则时校验-规则名称不存在","校验syslog规则名称-新增规则时校验-规则名称不存在"
"passed","Wed Jun 28 16:57:29 CST 2023","Wed Jun 28 16:57:29 CST 2023","426","bms.testcases","test_19_sysconfig","TestSysConfig","","","系统配置修改-修改账号锁定时间-修改成功","系统配置修改-修改账号锁定时间-修改成功"
"passed","Wed Jun 28 16:55:45 CST 2023","Wed Jun 28 16:55:45 CST 2023","91","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-按同步配置名称搜索","输入同步配置名称，点击搜索，查看同步配置列表"
"passed","Wed Jun 28 16:57:17 CST 2023","Wed Jun 28 16:57:17 CST 2023","171","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-根据系统标识筛选","管理员审计-根据系统标识筛选"
"passed","Wed Jun 28 16:56:46 CST 2023","Wed Jun 28 16:56:46 CST 2023","81","bms.testcases","test_08_docrule","TestDocRule","","","新增模糊关键字规则","输入正确的模糊关键字配置，新增模糊关键字规则"
"passed","Wed Jun 28 16:55:45 CST 2023","Wed Jun 28 16:55:45 CST 2023","130","bms.testcases","test_02_usersync","TestUserSync","","","LADP域立即同步","同步LADP数据源"
"passed","Wed Jun 28 16:55:45 CST 2023","Wed Jun 28 16:55:45 CST 2023","221","bms.testcases","test_02_usersync","TestUserSync","","","新增同步配置成功","输入正确的同步配置项，新增成功"
"passed","Wed Jun 28 16:57:28 CST 2023","Wed Jun 28 16:57:28 CST 2023","124","bms.testcases","test_19_sysconfig","TestSysConfig","","","根据propKey获取对应的propValue-不存在的propKey","根据propKey获取对应的propValue-不存在的propKey"
"passed","Wed Jun 28 16:57:26 CST 2023","Wed Jun 28 16:57:27 CST 2023","584","bms.testcases","test_19_sysconfig","TestSysConfig","","","系统配置查询","系统配置查询"
"passed","Wed Jun 28 16:56:48 CST 2023","Wed Jun 28 16:56:48 CST 2023","184","bms.testcases","test_08_docrule","TestDocRule","","","导出自动化测试规则核查","导出自动化测试规则核查"
"passed","Wed Jun 28 16:57:22 CST 2023","Wed Jun 28 16:57:22 CST 2023","72","bms.testcases","test_16_syslogrule","TestSysLogRule","","","添加统一平台审计日志syslog规则","添加统一平台审计日志syslog规则"
"passed","Wed Jun 28 16:57:25 CST 2023","Wed Jun 28 16:57:25 CST 2023","149","bms.testcases","test_16_syslogrule","TestSysLogRule","","","删除syslog信息","删除syslog信息"
"passed","Wed Jun 28 16:57:22 CST 2023","Wed Jun 28 16:57:22 CST 2023","79","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据syslog等级筛选","查看syslog规则集合-根据syslog等级筛选"
"passed","Wed Jun 28 16:57:23 CST 2023","Wed Jun 28 16:57:23 CST 2023","94","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则集合-根据字符编码筛选","查看syslog规则集合-根据字符编码筛选"
"passed","Wed Jun 28 16:56:43 CST 2023","Wed Jun 28 16:56:43 CST 2023","143","bms.testcases","test_06_useradmin","TestUserAdmin","","","管理员列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看管理员列表"
"passed","Wed Jun 28 16:55:44 CST 2023","Wed Jun 28 16:55:44 CST 2023","184","bms.testcases","test_01_login","TestLogin","","","登录失败（错误用户名、正确密码）","输入错误用户名，正确密码，登录失败"
"passed","Wed Jun 28 16:55:45 CST 2023","Wed Jun 28 16:55:45 CST 2023","66","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看数据源列表"
"passed","Wed Jun 28 16:57:25 CST 2023","Wed Jun 28 16:57:26 CST 2023","202","bms.testcases","test_17_logbackup","TestLogBackup","","","查询所有备份配置-按照时间段筛选","查询所有备份配置-按照时间段筛选"
"passed","Wed Jun 28 16:56:44 CST 2023","Wed Jun 28 16:56:44 CST 2023","163","bms.testcases","test_06_useradmin","TestUserAdmin","","","管理员列表搜索-按登录名搜索","输入登录名搜索条件，点击搜索，查看管理员列表"
"passed","Wed Jun 28 16:56:49 CST 2023","Wed Jun 28 16:56:49 CST 2023","65","bms.testcases","test_08_docrule","TestDocRule","","","校验正则表达式是否重复-重复","校验正则表达式是否重复-重复"
"passed","Wed Jun 28 16:56:45 CST 2023","Wed Jun 28 16:56:45 CST 2023","71","bms.testcases","test_07_role","TestRole","","","角色列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看角色列表"
"passed","Wed Jun 28 16:56:36 CST 2023","Wed Jun 28 16:56:37 CST 2023","128","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下用户组列表","搜索一级组织机构下用户组列表"
